Registry name,Weight,Hunger,Saturation,Display name,Ore Dict keys,Mod name,Item ID
harvestcraft:musubiitem,5.0,4,1.2,Musubi,['ore:foodMusubi'],Pam's HarvestCraft,9845
harvestcraft:naanitem,4.0,5,1.2,Naan,['ore:foodNaan'],Pam's HarvestCraft,9579
harvestcraft:nachoesitem,7.0,5,1.2,Nachos,['ore:foodNachoes'],Pam's HarvestCraft,9194
harvestcraft:neapolitanicecreamitem,18.0,4,1.2,Neapolitan Ice Cream,['ore:foodNeapolitanicecream'],Pam's HarvestCraft,9558
harvestcraft:netherstartoastitem,6.0,16,1.2,Nether Star on Toast,['ore:foodNetherstartoast'],Pam's HarvestCraft,9962
harvestcraft:netherwingsitem,5.0,9,1.2,Nether Wings,['ore:foodNetherwings'],Pam's HarvestCraft,9657
harvestcraft:nopalessaladitem,6.0,6,1.2,Nopales Salad,['ore:foodNopalessalad'],Pam's HarvestCraft,9809
harvestcraft:nutellaitem,3.0,2,1.2,Nutella,['ore:foodNutella'],Pam's HarvestCraft,9512
harvestcraft:nutmegitem,1.0,1,0.6,Nutmeg,['ore:cropNutmeg'],Pam's HarvestCraft,9015
harvestcraft:oatsitem,1.0,1,0.6,Oats,"['ore:cropOats', 'ore:listAllgrain']",Pam's HarvestCraft,8743
harvestcraft:octopuscookeditem,2.0,2,1.2,Cooked Octopus,['ore:foodOctopuscooked'],Pam's HarvestCraft,9520
harvestcraft:octopusrawitem,1.0,1,0.6,Raw Octopus,['ore:foodOctopusraw'],Pam's HarvestCraft,10015
harvestcraft:okrachipsitem,4.0,3,1.2,Okra Chips,['ore:foodOkrachips'],Pam's HarvestCraft,9580
harvestcraft:okracreoleitem,7.0,6,1.2,Okra Creole,['ore:foodOkracreole'],Pam's HarvestCraft,9581
harvestcraft:okraitem,1.0,1,0.6,Okra,"['ore:cropOkra', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8821
harvestcraft:oldworldveggiesoupitem,6.0,5,1.2,Old World Veggie Soup,['ore:foodOldworldveggiesoup'],Pam's HarvestCraft,9438
harvestcraft:oliveitem,1.0,1,0.6,Olive,['ore:cropOlive'],Pam's HarvestCraft,8929
harvestcraft:omeletitem,4.0,4,1.2,Omelet,['ore:foodOmelet'],Pam's HarvestCraft,9228
harvestcraft:omuriceitem,7.0,8,1.2,Omurice,['ore:foodOmurice'],Pam's HarvestCraft,9713
harvestcraft:onigiriitem,4.0,3,1.2,Onigiri,['ore:foodOnigiri'],Pam's HarvestCraft,9695
harvestcraft:onionhamburgeritem,9.0,8,1.2,Onion Hamburger,['ore:foodOnionhamburger'],Pam's HarvestCraft,9535
harvestcraft:onionitem,1.0,1,0.6,Onion,"['ore:cropOnion', 'ore:foodVegetable', 'ore:listAllveggie']",Pam's HarvestCraft,8761
harvestcraft:onionsoupitem,10.0,11,1.2,Onion Soup,['ore:foodOnionsoup'],Pam's HarvestCraft,9929
harvestcraft:orangechickenitem,6.0,6,1.2,Orange Chicken,['ore:foodOrangechicken'],Pam's HarvestCraft,9316
harvestcraft:orangeduckitem,7.0,7,1.2,Orange Duck,['ore:foodOrangeduck'],Pam's HarvestCraft,9731
harvestcraft:orangeitem,1.0,1,0.6,Orange,"['ore:cropOrange', 'ore:listAllcitrus', 'ore:listAllfruit']",Pam's HarvestCraft,8997
harvestcraft:orangejellyitem,3.0,2,1.2,Orange Jelly,['ore:foodOrangejelly'],Pam's HarvestCraft,9408
harvestcraft:orangejellysandwichitem,8.0,6,1.2,Orange Jelly Sandwich,['ore:foodOrangejellysandwich'],Pam's HarvestCraft,9409
harvestcraft:orangejuiceitem,2.0,2,1.2,Orange Juice,"['ore:foodOrangejuice', 'ore:listAlljuice']",Pam's HarvestCraft,9120
harvestcraft:orangesmoothieitem,3.0,3,1.2,Orange Smoothie,"['ore:foodOrangesmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9317
harvestcraft:orangesodaitem,5.0,4,1.2,Orange Soda,"['ore:foodOrangesoda', 'ore:listAllsoda']",Pam's HarvestCraft,9430
harvestcraft:orangeyogurtitem,3.0,2,1.2,Orange Yogurt,"['ore:foodOrangeyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9318
harvestcraft:ovenroastedcaulifloweritem,5.0,4,1.2,Oven Roasted Cauliflower,['ore:foodOvenroastedcauliflower'],Pam's HarvestCraft,9445
harvestcraft:oystercookeditem,2.0,2,1.2,Cooked Oyster,['ore:foodOystercooked'],Pam's HarvestCraft,9525
harvestcraft:oysterrawitem,1.0,1,0.6,Raw Oyster,['ore:foodOysterraw'],Pam's HarvestCraft,10030
harvestcraft:oystersauceitem,7.0,4,1.2,Oyster Sauce,['ore:foodOystersauce'],Pam's HarvestCraft,9758
harvestcraft:padthaiitem,8.0,8,1.2,Pad Thai,['ore:foodPadthai'],Pam's HarvestCraft,9775
harvestcraft:pambitsboxitem,7.0,8,1.2,Pam Bits Box,['ore:foodPambitsbox'],Pam's HarvestCraft,9801
harvestcraft:pancakesitem,3.0,4,1.2,Pancakes,['ore:foodPancakes'],Pam's HarvestCraft,9243
harvestcraft:paneeritem,6.0,1,1.2,Paneer,['ore:foodPaneer'],Pam's HarvestCraft,9613
harvestcraft:paneertikkamasalaitem,15.0,9,1.2,Paneer Tikka Masala,['ore:foodPaneertikkamasala'],Pam's HarvestCraft,9617
harvestcraft:papayaitem,1.0,1,0.6,Papaya,"['ore:cropPapaya', 'ore:listAllfruit']",Pam's HarvestCraft,8897
harvestcraft:papayajellyitem,3.0,2,1.2,Papaya Jelly,['ore:foodPapayajelly'],Pam's HarvestCraft,9410
harvestcraft:papayajellysandwichitem,8.0,6,1.2,Papaya Jelly Sandwich,['ore:foodPapayajellysandwich'],Pam's HarvestCraft,9411
harvestcraft:papayajuiceitem,2.0,2,1.2,Papaya Juice,"['ore:foodPapayajuice', 'ore:listAlljuice']",Pam's HarvestCraft,9118
harvestcraft:papayasmoothieitem,3.0,3,1.2,Papaya Smoothie,"['ore:foodPapayasmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9297
harvestcraft:papayayogurtitem,3.0,2,1.2,Papaya Yogurt,"['ore:foodPapayayogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9298
harvestcraft:paradiseburgeritem,8.0,16,1.2,Paradise Burger,['ore:foodParadiseburger'],Pam's HarvestCraft,9963
harvestcraft:parsnipitem,1.0,1,0.6,Parsnip,"['ore:cropParsnip', 'ore:foodVegetable', 'ore:listAllrootveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8763
harvestcraft:passionfruititem,1.0,1,0.6,Passion Fruit,['ore:listAllfruit'],Pam's HarvestCraft,8918
harvestcraft:pastagardeniaitem,6.0,6,1.2,Pasta Gardenia,['ore:foodPastagardenia'],Pam's HarvestCraft,9703
harvestcraft:patreonpieitem,4.0,10,1.2,Patreon Pie,['ore:foodPatreonpie'],Pam's HarvestCraft,9907
harvestcraft:pawpawitem,1.0,1,0.6,Pawpaw,['ore:listAllfruit'],Pam's HarvestCraft,8985
harvestcraft:pbandjitem,8.0,6,1.2,PBJ Sandwich,['ore:foodPbandj'],Pam's HarvestCraft,9204
harvestcraft:peaandhamsoupitem,8.0,7,1.2,Pea and Ham Soup,['ore:foodPeaandhamsoup'],Pam's HarvestCraft,9618
harvestcraft:peachcobbleritem,4.0,5,1.2,Peach Cobbler,['ore:foodPeachcobbler'],Pam's HarvestCraft,9319
harvestcraft:peachesandcreamoatmealitem,4.0,3,1.2,Peaches and Cream Oatmeal,['ore:foodPeachesandcreamoatmeal'],Pam's HarvestCraft,9485
harvestcraft:peachitem,1.0,1,0.6,Peach,"['ore:cropPeach', 'ore:listAllfruit']",Pam's HarvestCraft,8979
harvestcraft:peachjellyitem,3.0,2,1.2,Peach Jelly,['ore:foodPeachjelly'],Pam's HarvestCraft,9412
harvestcraft:peachjellysandwichitem,8.0,6,1.2,Peach Jelly Sandwich,['ore:foodPeachjellysandwich'],Pam's HarvestCraft,9413
harvestcraft:peachjuiceitem,2.0,2,1.2,Peach Juice,"['ore:foodPeachjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9121
harvestcraft:peachsmoothieitem,3.0,3,1.2,Peach Smoothie,"['ore:foodPeachsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9320
harvestcraft:peachyogurtitem,3.0,2,1.2,Peach Yogurt,"['ore:foodPeachyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9321
harvestcraft:peanutbutterbananasandwichitem,6.0,5,1.2,Peanut Butter and Banana Sandwich,['ore:foodPeanutbutterbananasandwich'],Pam's HarvestCraft,9776
harvestcraft:peanutbuttercookiesitem,7.0,5,1.2,Peanut Butter Cookies,"['ore:foodPeanutbuttercookies', 'ore:listAllcookie']",Pam's HarvestCraft,9205
harvestcraft:peanutbuttercupcakeitem,8.0,8,1.2,Peanut Butter Cupcake,['ore:foodPeanutbuttercupcake'],Pam's HarvestCraft,9793
harvestcraft:peanutbuttercupitem,6.0,3,1.2,Peanut Butter Cup,['ore:foodPeanutbuttercup'],Pam's HarvestCraft,9777
harvestcraft:peanutbutteritem,3.0,1,1.2,Peanut Butter,"['ore:foodPeanutbutter', 'ore:listAllnutbutter']",Pam's HarvestCraft,9202
harvestcraft:peanutitem,1.0,1,0.6,Peanut,"['ore:cropPeanut', 'ore:listAllnut']",Pam's HarvestCraft,8765
harvestcraft:peanutsoupitem,9.0,5,1.2,Peanut Soup,['ore:foodPeanutsoup'],Pam's HarvestCraft,9830
harvestcraft:pearitem,1.0,1,0.6,Pear,"['ore:cropPear', 'ore:listAllfruit']",Pam's HarvestCraft,8926
harvestcraft:pearjellyitem,3.0,2,1.2,Pear Jelly,['ore:foodPearjelly'],Pam's HarvestCraft,9600
harvestcraft:pearjellysandwichitem,8.0,6,1.2,Pear Jelly Sandwich,['ore:foodPearjellysandwich'],Pam's HarvestCraft,9601
harvestcraft:pearjuiceitem,2.0,2,1.2,Pear Juice,"['ore:foodPearjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9131
harvestcraft:pearsmoothieitem,3.0,3,1.2,Pear Smoothie,"['ore:foodPearsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9599
harvestcraft:pearyogurtitem,3.0,2,1.2,Pear Yogurt,"['ore:foodPearyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9306
harvestcraft:peasandceleryitem,5.0,4,1.2,Peas and Celery,['ore:foodPeasandcelery'],Pam's HarvestCraft,9286
harvestcraft:peasitem,1.0,1,0.6,Peas,"['ore:cropPeas', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8823
harvestcraft:pecanitem,1.0,1,0.6,Pecan,"['ore:cropPecan', 'ore:listAllnut']",Pam's HarvestCraft,8958
harvestcraft:pecanpieitem,5.0,7,1.2,Pecan Pie,['ore:foodPecanpie'],Pam's HarvestCraft,9472
harvestcraft:pekingduckitem,6.0,7,1.2,Peking Duck,['ore:foodPekingduck'],Pam's HarvestCraft,9732
harvestcraft:pemmicanitem,6.0,6,1.2,Pemmican,['ore:foodPemmican'],Pam's HarvestCraft,9714
harvestcraft:peppercornitem,1.0,1,0.6,Peppercorn,['ore:cropPeppercorn'],Pam's HarvestCraft,8970
harvestcraft:pepperjellyandcrackersitem,8.0,8,1.2,Pepper Jelly and Crackers,['ore:foodPepperjellyandcrackers'],Pam's HarvestCraft,9708
harvestcraft:pepperjellyitem,3.0,2,1.2,Pepper Jelly,['ore:foodPepperjelly'],Pam's HarvestCraft,9707
harvestcraft:peppermintitem,3.0,2,1.2,Peppermint,['ore:foodPeppermint'],Pam's HarvestCraft,9373
harvestcraft:pepperoniitem,6.0,5,1.2,Pepperoni,['ore:foodPepperoni'],Pam's HarvestCraft,9536
harvestcraft:perchrawitem,1.0,1,0.6,Raw Perch,"['ore:fish', 'ore:foodPerchraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10016
harvestcraft:persimmonitem,1.0,1,0.6,Persimmon,"['ore:cropPersimmon', 'ore:listAllfruit']",Pam's HarvestCraft,9006
harvestcraft:persimmonjellyitem,3.0,2,1.2,Persimmon Jelly,['ore:foodPersimmonjelly'],Pam's HarvestCraft,9476
harvestcraft:persimmonjellysandwichitem,8.0,6,1.2,Persimmon Jelly Sandwich,['ore:foodPersimmonjellysanwich'],Pam's HarvestCraft,9477
harvestcraft:persimmonjuiceitem,2.0,2,1.2,Persimmon Juice,"['ore:foodPersimmonjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9135
harvestcraft:persimmonsmoothieitem,3.0,3,1.2,Persimmon Smoothie,"['ore:foodPersimmonsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9475
harvestcraft:persimmonyogurtitem,3.0,2,1.2,Persimmon Yogurt,"['ore:foodPersimmonyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9474
harvestcraft:phoitem,7.0,6,1.2,Pho,['ore:foodPho'],Pam's HarvestCraft,9723
harvestcraft:pickledbeetsitem,4.0,4,1.2,Pickled Beets,['ore:foodPickledbeets'],Pam's HarvestCraft,9255
harvestcraft:pickledonionsitem,4.0,4,1.2,Pickled Onions,['ore:foodPickledonions'],Pam's HarvestCraft,9537
harvestcraft:picklesitem,4.0,4,1.2,Pickles,['ore:foodPickles'],Pam's HarvestCraft,9210
harvestcraft:pinacoladaitem,3.0,2,1.2,Pinacolada,['ore:foodPinacolada'],Pam's HarvestCraft,9383
harvestcraft:pineapplehamitem,6.0,5,1.2,Pineapple Ham,['ore:foodPineappleham'],Pam's HarvestCraft,9267
harvestcraft:pineappleitem,1.0,1,0.6,Pineapple,"['ore:cropPineapple', 'ore:listAllfruit']",Pam's HarvestCraft,8829
harvestcraft:pineappleyogurtitem,3.0,2,1.2,Pineapple Yogurt,"['ore:foodPineappleyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9268
harvestcraft:pinkelitem,5.0,4,1.2,Pinkel,['ore:foodPinkel'],Pam's HarvestCraft,9778
harvestcraft:pistachiobakedsalmonitem,3.0,3,1.2,Pistachio Baked Salmon,['ore:foodPistachiobakedsalmon'],Pam's HarvestCraft,9478
harvestcraft:pistachiobutteritem,3.0,1,1.2,Pistachio Butter,"['ore:foodPistachiobutter', 'ore:listAllnutbutter']",Pam's HarvestCraft,9582
harvestcraft:pistachioicecreamitem,6.0,4,1.2,Pistachio Ice Cream,['ore:foodPistachioicecream'],Pam's HarvestCraft,9557
harvestcraft:pistachioitem,1.0,1,0.6,Pistachio,"['ore:cropPistachio', 'ore:listAllnut']",Pam's HarvestCraft,8961
harvestcraft:pitepaltitem,8.0,6,1.2,Pitepalt,['ore:foodPitepalt'],Pam's HarvestCraft,9779
harvestcraft:pizzaitem,10.0,11,1.2,Pizza,['ore:foodPizza'],Pam's HarvestCraft,9928
harvestcraft:pizzasliceitem,27.0,2,1.2,Pizza Slice,['ore:foodPizzaslice'],Pam's HarvestCraft,9860
harvestcraft:pizzasoupitem,10.0,9,1.2,Pizza Soup,['ore:foodPizzasoup'],Pam's HarvestCraft,9658
harvestcraft:plainyogurtitem,2.0,1,1.2,Plain Yogurt,['ore:foodPlainyogurt'],Pam's HarvestCraft,9366
harvestcraft:ploughmanslunchitem,13.0,18,1.2,Ploughman's Lunch,['ore:foodPloughmanslunch'],Pam's HarvestCraft,9966
harvestcraft:plumitem,1.0,1,0.6,Plum,"['ore:cropPlum', 'ore:listAllfruit']",Pam's HarvestCraft,8952
harvestcraft:plumjellyitem,3.0,2,1.2,Plum Jelly,['ore:foodPlumjelly'],Pam's HarvestCraft,9603
harvestcraft:plumjellysandwichitem,8.0,6,1.2,Plum Jelly Sandwich,['ore:foodPlumjellysandwich'],Pam's HarvestCraft,9604
harvestcraft:plumjuiceitem,2.0,2,1.2,Plum Juice,"['ore:foodPlumjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9130
harvestcraft:plumsmoothieitem,3.0,3,1.2,Plum Smoothie,"['ore:foodPlumsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9602
harvestcraft:plumyogurtitem,3.0,2,1.2,Plum Yogurt,"['ore:foodPlumyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9307
harvestcraft:poachedpearitem,4.0,3,1.2,Poached Pear,['ore:foodPoachedpear'],Pam's HarvestCraft,9304
harvestcraft:pomegranateitem,1.0,1,0.6,Pomegranate,"['ore:cropPomegranate', 'ore:listAllfruit']",Pam's HarvestCraft,8937
harvestcraft:pomegranatejellyitem,3.0,2,1.2,Pomegranate Jelly,['ore:foodPomegranatejelly'],Pam's HarvestCraft,9414
harvestcraft:pomegranatejellysandwichitem,8.0,6,1.2,Pomegranate Jelly Sandwich,['ore:foodPomegranatejellysandwich'],Pam's HarvestCraft,9415
harvestcraft:pomegranatejuiceitem,2.0,2,1.2,Pomegranate Juice,"['ore:foodPomegranatejuice', 'ore:listAlljuice']",Pam's HarvestCraft,9124
harvestcraft:pomegranatesmoothieitem,3.0,3,1.2,Pomegranate Smoothie,"['ore:foodPomegranatesmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9327
harvestcraft:pomegranateyogurtitem,3.0,2,1.2,Pomegranate Yogurt,"['ore:foodPomegranateyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9328
harvestcraft:popcornitem,2.0,2,1.2,Popcorn,['ore:'],Pam's HarvestCraft,9099
harvestcraft:porklettucewrapitem,4.0,3,1.2,Pork Lettuce Wrap,['ore:foodPorklettucewrap'],Pam's HarvestCraft,9182
harvestcraft:porklomeinitem,9.0,9,1.2,Pork Lo Mein,['ore:foodPorklomein'],Pam's HarvestCraft,9583
harvestcraft:porkrindsitem,5.0,4,1.2,Pork Rinds,['ore:foodPorkrinds'],Pam's HarvestCraft,9748
harvestcraft:porksausageitem,5.0,4,1.2,Pork Sausage,['ore:foodPorksausage'],Pam's HarvestCraft,9538
harvestcraft:potatoandcheesepirogiitem,5.0,6,1.2,Potato and Cheese Pierogi,['ore:foodPotatoandcheesepirogi'],Pam's HarvestCraft,9489
harvestcraft:potatoandleeksoupitem,9.0,7,1.2,Potato and Leek Soup,['ore:foodPotatoandleeksoup'],Pam's HarvestCraft,9619
harvestcraft:potatocakesitem,5.0,4,1.2,Potato Cakes,['ore:foodPotatocakes'],Pam's HarvestCraft,9187
harvestcraft:potatochipsitem,5.0,3,1.2,Potato Chips,['ore:foodPotatochips'],Pam's HarvestCraft,9675
harvestcraft:potatoesobrienitem,6.0,4,1.2,Potatoes O'Brien,['ore:foodPotatoesobrien'],Pam's HarvestCraft,9689
harvestcraft:potatosaladitem,6.0,3,1.2,Potato Salad,['ore:foodPotatosalad'],Pam's HarvestCraft,9143
harvestcraft:potatoskinsitem,7.0,6,1.2,Potato Skins,['ore:foodPotatoskins'],Pam's HarvestCraft,9785
harvestcraft:potatosoupitem,6.0,4,1.2,Potato Soup,['ore:foodPotatosoup'],Pam's HarvestCraft,9144
harvestcraft:potroastitem,7.0,6,1.2,Pot Roast,['ore:foodPotroast'],Pam's HarvestCraft,9156
harvestcraft:potstickersitem,8.0,7,1.2,Pot Stickers,['ore:foodPotstickers'],Pam's HarvestCraft,9730
harvestcraft:poutineitem,9.0,7,1.2,Poutine,['ore:foodPoutine'],Pam's HarvestCraft,9659
harvestcraft:powdereddonutitem,2.0,5,1.2,Powdered Donut,['ore:foodPowdereddonut'],Pam's HarvestCraft,9335
harvestcraft:pralinesitem,3.0,2,1.2,Pralines,['ore:foodPralines'],Pam's HarvestCraft,9473
harvestcraft:pumpkinbreaditem,4.0,5,1.2,Pumpkin Bread,['ore:foodPumpkinbread'],Pam's HarvestCraft,9094
harvestcraft:pumpkinmuffinitem,3.0,4,1.2,Pumpkin Muffin,['ore:'],Pam's HarvestCraft,9540
harvestcraft:pumpkinoatsconesitem,5.0,5,1.2,Pumpkin Oat Scones,['ore:foodPumpkinoatscones'],Pam's HarvestCraft,9443
harvestcraft:pumpkinsoupitem,5.0,4,1.2,Pumpkin Soup,['ore:foodPumpkinsoup'],Pam's HarvestCraft,9136
harvestcraft:pumpkinspicelatteitem,7.0,8,1.2,Pumpkin Spice Latte,['ore:foodPumpkinspicelatte'],Pam's HarvestCraft,9854
harvestcraft:pumpkinyogurtitem,3.0,2,1.2,Pumpkin Yogurt,"['ore:foodPumpkinyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9358
harvestcraft:quesadillaitem,7.0,5,1.2,Quesadilla,['ore:foodQuesadilla'],Pam's HarvestCraft,9806
harvestcraft:quinoaitem,1.0,1,0.6,Quinoa,"['ore:cropQuinoa', 'ore:listAllgrain']",Pam's HarvestCraft,8883
harvestcraft:radishitem,1.0,1,0.6,Radish,"['ore:cropRadish', 'ore:foodVegetable', 'ore:listAllrootveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8767
harvestcraft:rainbowcurryitem,1.0,7,1.2,Rainbow Curry,['ore:foodRainbowcurry'],Pam's HarvestCraft,9219
harvestcraft:raisincookiesitem,6.0,6,1.2,Raisin Cookies,"['ore:foodRaisincookies', 'ore:listAllcookie']",Pam's HarvestCraft,9209
harvestcraft:raisinsitem,2.0,2,1.2,Raisins,['ore:foodRaisins'],Pam's HarvestCraft,9100
harvestcraft:rambutanitem,1.0,1,0.6,Rambutan,['ore:listAllfruit'],Pam's HarvestCraft,8912
harvestcraft:ramenitem,5.0,4,1.2,Ramen,['ore:foodRamen'],Pam's HarvestCraft,9693
harvestcraft:randomtacoitem,14.0,12,1.2,Random Taco,['ore:'],Pam's HarvestCraft,9935
harvestcraft:raspberryicedteaitem,3.0,3,1.2,Raspberry Iced Tea,['ore:foodRaspberryicedtea'],Pam's HarvestCraft,9250
harvestcraft:raspberryitem,1.0,1,0.6,Raspberry,"['ore:cropRaspberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8733
harvestcraft:raspberryjellyitem,3.0,2,1.2,Raspberry Jelly,['ore:foodRaspberryjelly'],Pam's HarvestCraft,9416
harvestcraft:raspberryjellysandwichitem,8.0,6,1.2,Raspberry Jelly Sandwich,['ore:foodRaspberryjellysandwich'],Pam's HarvestCraft,9417
harvestcraft:raspberryjuiceitem,2.0,2,1.2,Raspberry Juice,"['ore:foodRaspberryjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9126
harvestcraft:raspberrymilkshakeitem,7.0,5,1.2,Raspberry Milk Shake,['ore:foodRaspberrymilkshake'],Pam's HarvestCraft,9853
harvestcraft:raspberrypieitem,4.0,5,1.2,Raspberry Pie,['ore:foodRaspberrypie'],Pam's HarvestCraft,9359
harvestcraft:raspberrysmoothieitem,3.0,3,1.2,Raspberry Smoothie,"['ore:foodRaspberrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9360
harvestcraft:raspberrytrifleitem,5.0,6,1.2,Raspberry Trifle,['ore:foodRaspberrytrifle'],Pam's HarvestCraft,9539
harvestcraft:raspberryyogurtitem,3.0,2,1.2,Raspberry Yogurt,"['ore:foodRaspberryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9361
harvestcraft:rawtofabbititem,5.0,1,0.6,Raw Tofabbit,"['ore:listAllmeatraw', 'ore:listAllrabbitraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9875
harvestcraft:rawtofaconitem,6.0,1,0.6,Raw Tofacon,"['ore:listAllmeatraw', 'ore:listAllporkraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9871
harvestcraft:rawtofeakitem,6.0,1,0.6,Raw Tofeak,"['ore:listAllbeefraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9870
harvestcraft:rawtofeegitem,3.0,1,0.6,Raw Tofeeg,['ore:listAllegg'],Pam's HarvestCraft,9872
harvestcraft:rawtofenisonitem,7.0,1,0.6,Raw Tofenison,"['ore:listAllmeatraw', 'ore:listAllvenisonraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9877
harvestcraft:rawtofickenitem,5.0,1,0.6,Raw Toficken,"['ore:listAllchickenraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9874
harvestcraft:rawtofishitem,5.0,1,0.6,Raw Tofish,"['ore:fish', 'ore:listAllfishraw']",Pam's HarvestCraft,10029
harvestcraft:rawtofuduckitem,5.0,1,0.6,Raw Tofuduck,"['ore:listAllduckraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9878
harvestcraft:rawtofurkeyitem,4.0,1,0.6,Raw Tofurkey,"['ore:listAllmeatraw', 'ore:listAllturkeyraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9876
harvestcraft:rawtofuttonitem,6.0,1,0.6,Raw Tofutton,"['ore:listAllmeatraw', 'ore:listAllmuttonraw', 'ore:mulchNitrogen']",Pam's HarvestCraft,9873
harvestcraft:redvelvetcupcakeitem,6.0,8,1.2,Red Velvet Cupcake,['ore:foodRedvelvetcupcake'],Pam's HarvestCraft,9791
harvestcraft:refriedbeansitem,4.0,4,1.2,Refried Beans,['ore:foodRefriedbeans'],Pam's HarvestCraft,9220
harvestcraft:rhubarbitem,1.0,1,0.6,Rhubarb,"['ore:cropRhubarb', 'ore:foodVegetable', 'ore:listAllveggie']",Pam's HarvestCraft,8775
harvestcraft:ricecakeitem,2.0,2,1.2,Rice Cake,['ore:foodRicecake'],Pam's HarvestCraft,9101
harvestcraft:riceitem,1.0,1,0.6,Rice,['ore:cropRice'],Pam's HarvestCraft,8837
harvestcraft:ricepuddingitem,6.0,5,1.2,Rice Pudding,['ore:foodRicepudding'],Pam's HarvestCraft,9844
harvestcraft:ricesoupitem,4.0,3,1.2,Rice Soup,['ore:foodRicesoup'],Pam's HarvestCraft,9215
harvestcraft:rivermudcakeitem,12.0,11,1.2,River Mud Cake,['ore:foodRivermudcake'],Pam's HarvestCraft,9924
harvestcraft:roastchickenitem,4.0,4,1.2,Roast Chicken,['ore:foodRoastchicken'],Pam's HarvestCraft,9550
harvestcraft:roastedchestnutitem,2.0,2,1.2,Roasted Chestnut,['ore:foodRoastedchestnut'],Pam's HarvestCraft,9453
harvestcraft:roastedpumpkinseedsitem,2.0,1,1.2,Roasted Pumpkin Seeds,['ore:foodRoastedpumpkinseeds'],Pam's HarvestCraft,9103
harvestcraft:roastedrootveggiemedleyitem,5.0,4,1.2,Roasted Root Veggie Medley,['ore:foodRoastedrootveggiemedley'],Pam's HarvestCraft,9270
harvestcraft:roastpotatoesitem,5.0,3,1.2,Roast Potatoes,['ore:foodRoastpotatoes'],Pam's HarvestCraft,9551
harvestcraft:rootbeerfloatitem,10.0,6,1.2,Root Beer Float,['ore:foodRootbeerfloat'],Pam's HarvestCraft,9855
harvestcraft:rootbeersodaitem,5.0,3,1.2,Root Beer,"['ore:foodRootbeersoda', 'ore:listAllsoda']",Pam's HarvestCraft,9431
harvestcraft:rosepetalteaitem,3.0,2,1.2,Rose Petal Tea,['ore:foodRosepetaltea'],Pam's HarvestCraft,9784
harvestcraft:rutabagaitem,1.0,1,0.6,Rutabaga,"['ore:cropRutabaga', 'ore:foodVegetable', 'ore:listAllrootveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8769
harvestcraft:ryeitem,1.0,1,0.6,Rye,"['ore:cropRye', 'ore:listAllgrain']",Pam's HarvestCraft,8745
harvestcraft:salisburysteakitem,15.0,17,1.2,Salisbury Steak,['ore:foodSalisburysteak'],Pam's HarvestCraft,9965
harvestcraft:salmononigiriitem,6.0,5,1.2,Salmon Onigiri,['ore:foodSalmononigiri'],Pam's HarvestCraft,9840
harvestcraft:salmonpattiesitem,7.0,9,1.2,Salmon Patties,['ore:foodSalmonpatties'],Pam's HarvestCraft,9584
